5.604260e+00,8.596764e+01,2.360433e+01,1.000000e+00
2.579152e+01,9.696922e+01,2.331764e+01,1.000000e+00
1.358752e+01,8.641903e+01,2.392299e+01,1.000000e+00
5.451520e+00,8.605017e+01,2.392359e+01,1.000000e+00
5.954330e+00,9.823806e+01,2.331557e+01,1.000000e+00
-1.812580e+00,9.832184e+01,2.331543e+01,1.000000e+00
-5.826020e+00,9.815803e+01,2.331570e+01,1.000000e+00
-9.391220e+00,9.799014e+01,2.331598e+01,1.000000e+00
-9.391220e+00,8.632559e+01,2.392315e+01,1.000000e+00
-1.752722e+01,9.747540e+01,2.331681e+01,1.000000e+00
-1.803003e+01,9.743758e+01,2.331688e+01,1.000000e+00
-1.752722e+01,8.670422e+01,2.392253e+01,1.000000e+00
-2.633744e+01,9.704720e+01,2.294942e+01,1.000000e+00
-6.032390e+00,8.554092e+01,2.204651e+01,1.000000e+00
-1.309068e+01,8.581874e+01,2.366613e+01,1.000000e+00
2.241502e+01,8.586444e+01,2.283418e+01,1.000000e+00
1.517464e+01,8.581874e+01,2.366613e+01,1.000000e+00
-6.041870e+00,9.839616e+01,2.309036e+01,1.000000e+00
2.237993e+01,9.765567e+01,2.295634e+01,1.000000e+00
1.517464e+01,8.581603e+01,2.201344e+01,1.000000e+00
2.851815e+01,9.170485e+01,2.329599e+01,1.000000e+00
2.834044e+01,8.904099e+01,2.345428e+01,1.000000e+00
2.882682e+01,8.856030e+01,2.314626e+01,1.000000e+00
-2.697927e+01,9.115775e+01,2.301992e+01,1.000000e+00
-2.643418e+01,9.170485e+01,2.329599e+01,1.000000e+00
-1.971834e+01,8.615795e+01,2.199505e+01,1.000000e+00
8.521110e+00,8.520255e+01,2.285684e+01,1.000000e+00
-1.973384e+01,9.749066e+01,2.310380e+01,1.000000e+00
-2.724101e+01,9.065532e+01,2.273577e+01,1.000000e+00
-1.385823e+01,8.550376e+01,2.284625e+01,1.000000e+00
-6.032390e+00,8.554355e+01,2.364865e+01,1.000000e+00
-2.012486e+01,8.596126e+01,2.326509e+01,1.000000e+00
-2.632137e+01,8.638416e+01,2.325224e+01,1.000000e+00
-2.033106e+01,8.586444e+01,2.283418e+01,1.000000e+00
2.840534e+01,8.638416e+01,2.325224e+01,1.000000e+00
2.220882e+01,8.596126e+01,2.326509e+01,1.000000e+00
1.594218e+01,8.550376e+01,2.284625e+01,1.000000e+00
8.517260e+00,8.531683e+01,2.326435e+01,1.000000e+00
-6.571280e+00,9.860632e+01,2.296005e+01,1.000000e+00
-2.047672e+01,9.773984e+01,2.280134e+01,1.000000e+00
8.655240e+00,9.860587e+01,2.269334e+01,1.000000e+00
-1.309068e+01,8.581603e+01,2.201344e+01,1.000000e+00
2.180231e+01,8.615796e+01,2.199505e+01,1.000000e+00
2.889927e+01,9.379894e+01,2.251708e+01,1.000000e+00
2.932499e+01,9.065532e+01,2.273577e+01,1.000000e+00
2.842140e+01,9.704720e+01,2.294942e+01,1.000000e+00
2.906325e+01,9.115775e+01,2.301992e+01,1.000000e+00
2.861294e+01,8.629672e+01,2.282058e+01,1.000000e+00
2.909169e+01,8.841705e+01,2.276741e+01,1.000000e+00
-2.591068e+01,8.654834e+01,2.199304e+01,1.000000e+00
-2.632137e+01,8.638277e+01,2.238728e+01,1.000000e+00
-2.700772e+01,8.841705e+01,2.276741e+01,1.000000e+00
-2.625647e+01,8.904099e+01,2.345428e+01,1.000000e+00
-2.681531e+01,9.379965e+01,2.295321e+01,1.000000e+00
-2.592020e+01,9.693569e+01,2.310386e+01,1.000000e+00
-2.413201e+01,8.702117e+01,2.392201e+01,1.000000e+00
-1.599603e+01,8.663196e+01,2.392265e+01,1.000000e+00
-1.192803e+01,9.784929e+01,2.331621e+01,1.000000e+00
-1.142522e+01,8.641903e+01,2.392299e+01,1.000000e+00
-7.860030e+00,8.625579e+01,2.392326e+01,1.000000e+00
4.597640e+00,9.830665e+01,2.331546e+01,1.000000e+00
7.988330e+00,9.815803e+01,2.331570e+01,1.000000e+00
1.155352e+01,8.632559e+01,2.392315e+01,1.000000e+00
2.019233e+01,8.672805e+01,2.392249e+01,1.000000e+00
2.579152e+01,9.560654e+01,2.314905e+01,1.000000e+00
2.579152e+01,9.450871e+01,2.317599e+01,1.000000e+00
2.579152e+01,9.343758e+01,2.321874e+01,1.000000e+00
2.629433e+01,8.987250e+01,2.340435e+01,1.000000e+00
2.629433e+01,8.702117e+01,2.392201e+01,1.000000e+00
2.629433e+01,8.901946e+01,2.345262e+01,1.000000e+00
2.629433e+01,9.692293e+01,2.331772e+01,1.000000e+00
2.834744e+01,9.439468e+01,2.317816e+01,1.000000e+00
2.629433e+01,9.362588e+01,2.321075e+01,1.000000e+00
2.579152e+01,8.901419e+01,2.345222e+01,1.000000e+00
2.172353e+01,9.182182e+01,2.328737e+01,1.000000e+00
2.222634e+01,9.466777e+01,2.317297e+01,1.000000e+00
2.222634e+01,8.682494e+01,2.392233e+01,1.000000e+00
2.172353e+01,9.731811e+01,2.331707e+01,1.000000e+00
2.426033e+01,9.286422e+01,2.324305e+01,1.000000e+00
2.222634e+01,9.152564e+01,2.330510e+01,1.000000e+00
1.765552e+01,9.667725e+01,2.312862e+01,1.000000e+00
1.765552e+01,9.187938e+01,2.327632e+01,1.000000e+00
1.815833e+01,9.035320e+01,2.335988e+01,1.000000e+00
1.815833e+01,9.757738e+01,2.310606e+01,1.000000e+00
1.815833e+01,8.663196e+01,2.392265e+01,1.000000e+00
1.968953e+01,9.103053e+01,2.332639e+01,1.000000e+00
1.358752e+01,9.159955e+01,2.328134e+01,1.000000e+00
1.358752e+01,9.506082e+01,2.315388e+01,1.000000e+00
